Title,Transcription
Folklore - Famine · Fleasgach · The Schools' Collection | dúchas.ie,"October 5th:10:38FolkloreFamineAll crops failed and oat was pulled from the roots men were paid 1d per day road making, one man died of hunger making a new in Kiltevna.  Potatoes were so small that the seed was shaken instead of being stuck no foreign stuff was allowed in to the country a weed called samsogue was eaten by the people."
Games · Fleasgach · Bailiúchán na Scol | dúchas.ie,"October 5th:10:38FolkloreFamineAll crops failed and oat was pulled from the roots men were paid 1d per day road making, one man died of hunger making a new in Kiltevna.  Potatoes were so small that the seed was shaken instead of being stuck no foreign stuff was allowed in to the country a weed called samsogue was eaten by the people."
Famine Folklore · Fleasgach · The Schools' Collection | dúchas.ie,"October 5th:10:38FolkloreFamineAll crops failed and oat was pulled from the roots men were paid 1d per day road making, one man died of hunger making a new in Kiltevna.  Potatoes were so small that the seed was shaken instead of being stuck no foreign stuff was allowed in to the country a weed called samsogue was eaten by the people."
Folklore - Famine · Fleasgach · Bailiúchán na Scol | dúchas.ie,"Folklore 19-10-'38FamineLong ago most of the people died with hunger.  There was hardly any tea in them times.  They used to make the bread out of oatenmeal.  An in them times they had no jackets, what they used to wear was banies made out of flannon They were no lamps nor no kind of oil what they had for lights was bog deal.  It used to be cut up in pieces and the people in their turns had to hold one of the pieces in their hands.Tellers: Mrs Mary MannionFlaskaghWriter: Josephine MannionFlaskagh"
Famine · Fleasgach · Bailiúchán na Scol | dúchas.ie,FamineAll the potatoes rotted the year of the Famine.  They did not know what spray was.  The blight fell and burned the stalks.  The people were dying with the hunger.  The people used to die out in fields when they were working. They used to die in the road side.  They used not be able to carry him to the graveyard and they used to bury them in fields.  The people had no
Famine · Fleasgach · Bailiúchán na Scol | dúchas.ie,Famine  24-11-'38There was a great hunger in the country the time of the famine.  The people managed to get seed the following year by digging up the soil where the oats grew the previous year.  Some of the people got seed in from foreign countries.  There did a lot of people die during the famine.  The people lived on oatmeal the time of the Famine.  There did so many people die that time that they had to be buried in the fields.Writer:  Mary RafteryClougherBallinloughCo RoscommonTeller:  Matthew RafteryClougherBallinloughCo Roscommon
Famine Times · Feilm · Bailiúchán na Scol | dúchas.ie,Tras-scríofa ag duine dár meitheal tras-scríbhneoirí deonacha.StairAthraigh
Famine Times · Poll Réamoinn (Cailíní) · Bailiúchán na Scol | dúchas.ie,"The first sign of the (po) Famine was the failure of the potato crop. Before the blight came there were good crops of stalks but no potatoes. The district was thickly populated before it and some ruins of the houses still remains. The people had to live on porridge. Many people died on the roadside. The people on their way to Mass on Sundays had to eat the green raw vegetables with the hunger. In Famine time there was a funeral which many people attended. These were so hungry that they ate a full garden of cabbage that was near by. Later on there was an allowance made and the poor school children got cakes. These cakes were called ""Gataí"". The government relief reached the district also."
Famine Times · Poll Réamoinn (Cailíní) · The Schools' Collection | dúchas.ie,"The first sign of the (po) Famine was the failure of the potato crop. Before the blight came there were good crops of stalks but no potatoes. The district was thickly populated before it and some ruins of the houses still remains. The people had to live on porridge. Many people died on the roadside. The people on their way to Mass on Sundays had to eat the green raw vegetables with the hunger. In Famine time there was a funeral which many people attended. These were so hungry that they ate a full garden of cabbage that was near by. Later on there was an allowance made and the poor school children got cakes. These cakes were called ""Gataí"". The government relief reached the district also."
Famine Times · Poll Réamoinn (Cailíní) · Bailiúchán na Scol | dúchas.ie,"During the Famine many people were buried uncoffined. In the townland of Cloomahara three people are supposed on the top of a hill. One Winter night when a man from the village was coming home from visiting he saw many lights where it was said the people were buried. By the lights he could see that they were eating and drinking. For the three following nights he saw the same thing, Since then they were never seen."
Famine Times · Baile an Churraigh · The Schools' Collection | dúchas.ie,"Famine TimesWhen potatoes were dug, the good ones were picked up and the small ones and bad ones were kept for seed, and so yielded bad crops the following year.Indian meal was almost the only food obtainable, as there was no government relief given in this area.  People died by fences and were left (unburied) there.  This caused disease and fever."
Famine Times · Baile an Churraigh · The Schools' Collection | dúchas.ie,"Before the famine times the district ofBallincurry and Cloonfaughna was very  thickly populated, and when the famine came they died by the fences day by day.So many people died each day that coffins could not be provided and as the people who were alive were too weak to dig graves, the dead people were rolled in heavy clothes and thrown into ditches.2. There was a big farm in Clooncagh and when the people used to be real hungry they used to gather at night and steal turnips out off the farm."
Famine · Baile an Churraigh · The Schools' Collection | dúchas.ie,"FamineThe potatoes rotted in the soil.  In this part Indian meal was used.  Government relief was given to some people.  Most of the people died by the roadside, but were never buried.  This caused disease.  At that time Cloonfaughna was very thickly populated, but during the famine they died one by one.  The funerals were so plentiful that the coffins could not be secured for half the people, but instead they were wrapped in blankets."
The Famine Times · Tobar Rua · The Schools' Collection | dúchas.ie,"The Famine TimesThe famine in this district was caused by the failure of the potato crop.  The old man who told me about it said that the famine was sent as a punishment from God on the people, because the year before the famine potatoes grew very well, so well indeed that the people could not use them and they were left to decay in the pits.  The next year however the blight destroyed the whole crop one night.  When the farmers awoke they found the stalks and leaves withered and blackened, as if by frost but this was impossible as it was June."
The Famine Times · Tobar Rua · The Schools' Collection | dúchas.ie,"The famine timesThe famine in this district was caused by the failure of the potato crop. The old man who told me about the famine said that it was sent as a punishment from god on the people, because the year before it happened potatoes grew very well, so well indeed that the people  could not use them and they were left to decay in the pits. The next year however the blight destroyed the whole crop in one night. When the farmers awoke they found they stalks and leaves withered and blackened as if by frost but this was impossible as it was the month of June. Anybody who had any potatoes to sow the following year were awarded by a fine crop. The people died of hunger and of course their half starved relatives were not able to bury them properly. They graveyards were filled to overflowing and many were buried on the roadside or in the fields. The poor houses or work houses were also filled and the people were turned away to die by the roadside. Disease spread with the famine an those who did not die from starvation died of disease. Many people are buried along on the Keelogues road"
Famine Times · Cill Cruain (C) · Bailiúchán na Scol | dúchas.ie,"The village of Tubbermakee near Ballintubber, was a thickly populated village. There were eighteen houses in it, while there was only one house left after the famine. All the people were evicted from their homes.There was a certain house and there was a young man dead in it. The Land Lord came and threw the house while he was over board.The people left their curse on him and he was supposed to be seen haunting the place after his deaths.There was another poor widow near Donamon in  the Co. Roscommon and the Land Lord came to evict her and her children. She had a pot of indian porridge boiling on the fire and she asked him to leave her there until it would be boiled. He took the pot and threw it out and threw down the house.After his death he was to be seen with the pot"
Famine Times · Cill Cruain (C) · Bailiúchán na Scol | dúchas.ie,"During 46-47 people ate any green vegetable they could procure - oat meal gruel, oat mean cake, swoidín, and flummery. Not much butter was used as the butter was packed into firkins and sold in Ballintubber or Ballaghaderrine.We are told, that people died by the roadside from hunger. A woman and her two daughters were making their way to their friends in Co Galway. They came through Ballymoe and at the pound gate one of the daughters staggered and fell after a feed of blackberries. They stumbled on to fall again. The two daughters were found by the road-side dead. The mother struggled on, and reached her friends in a dying state."
The Bad Times · Naomh Seosamh (Buachaillí) · The Schools' Collection | dúchas.ie,"There were a lot more people living around the time of the famine than now. The potatoes rotted in the pits.The people used to take the eyes out of the potatoes and scatter them like cats.The people who had nothing else used eat neltles and some had corn and they used eat it.They got very little help from foreign countries, and a terrible lot of people diedThere was no scarcity of food since the year of 1846-47."
The Bad Times · Naomh Seosamh (Buachaillí) · The Schools' Collection | dúchas.ie,There were a lot more people living in the time of the famine than there are now.The blight came on the potatoes and the people were dying of hunger and fever on the road.It is not known what kind of seed the people had to plant or whether they scattered it broadcast.The people started to go to America then because they could not live in Ireland.Nobody knows what they were eating when the potatoes failed.
The Bad Times · Baile an Doire · The Schools' Collection | dúchas.ie,"There were very bad times in Ireland long ago, about ninety years ago. The blight came on the potatoes and the people were dying of hunger. They sowed them again the next year but they did not grow, and any kind of a bit of a potato they got they sowed it and the next year they had the finest potatoes that ever grew.There were twice as many people in Ireland long ago as there are now. The people were very poor at that time, because they had not much land, and they used not sow but the potatoes, and when the blight came on them they had nothing to eat, and they died.They used to leave their houses and go around from place to place looking for something to eat.A man was bringing his wife into the workhouse one time when he met Father Duggan the parish priest of Cummer who gave him a little food for the road. The next day the same man came again and told him that he heard the woman was dead.""I do not think she could be dead yet, but go in quickly for fear they would bury her alive"" said Father Duggan. The man was just in time to prevent her burial. He brought her home and Father Duggan said to some women to bathe her in hot water. The women did and the poor woman recovered and attended Father Duggans"
The Famine of 1847 · Baile an Doire · The Schools' Collection | dúchas.ie,"The great famine occurred in the year 1847. A blight came over the potato crop and ruined it on the people. The Irish people depended mostly on that crop.There was nothing left for the people but starvation. Some of the people left their homes and wandered through the country. The people began to eat grass like wild animals they were so hungery.Sickness began to follow and the people were dying by thousands. There was no time to make coffins they were dying so fast. They were even burying them before they died at all, so that they would be out of their way.Once a doctor ordered a man to be buried as he said that he was dead. When the man was about to be put into the coffin he said""Do not bury me for I am not dead yet.""""Your a liar the doctor knows best""And the man was buried alive."
The Famine · Cathair Loisgreáin (C) · The Schools' Collection | dúchas.ie,"In the famine times many a man killed a sheep and waited beside it until the heard came, for the sake of being put into prison for something to eat and they used to go out and dig up the soil for a certain weed, and they used to call it the curallán, and it tastes something like a parsnip. Hundreds of people were buried in straw mats, instead of coffins and were buried in Lisheens."
The Famine · Cathair Loisgreáin (C) · The Schools' Collection | dúchas.ie,"I know one field in the village where I live that used to grow the weed Dleiscán which was dug over and over again, by people sucking that weed to keep them alive.A man named Ned Lonnelly who died on the streets with his head resting on a stone, and froth from his mouth, and of many others whose coffins were were a mat of straw, of others certified by doctors to be dead and ordered to be burned immediately who were not dead stall.Because of the failure of the potatoes in 49, the clergy ordered people not to sow them anymore, rather than waste that much seed. Notwithstanding that the people did so, they shook the small potatoe seed like the corn seed, and there was never known since since or before, better potatoes than what there was that year."
The Famine · Cathair Loisgreáin (C) · The Schools' Collection | dúchas.ie,"In 1848 there was a great famine in this country. All the seeds that were sown failed, and the following year they had no seeds to sow, and our great grandfathers walked seven or eight miles working, deepening canals, and getting up a midnight as they had no clocks and sometimes they fell asleep before the work was finished in the evening, working for fourpence a day."
The Famine · Cathair Loisgreáin (C) · The Schools' Collection | dúchas.ie,"In 1848 there was a great famine in this country. All the seeds that were sown failed, and the following year they had no seeds to sow, and our great grandfathers walked seven or eight miles working, deepening canals, and getting up a midnight as they had no clocks and sometimes they fell asleep before the work was finished in the evening, working for fourpence a day."
The Famine · Clochar na Trocaire · The Schools' Collection | dúchas.ie,The famine was very severe around Tuam.The workhouse was full (d) with dead and dying bodyes and people lay dead on the roadside from fever and starvation.The blight came on the potatoes when they were in the middle of their growth.They got seed from England when the famine was over the people had to eat grass and raw turnips and drink butter milk as they had nothing else.No one helped them they were left alone to die of starvation.There was a fever if came from unburied bodies.There was a scarcity of other crops as well.
An Drochshaol · Clochar na Trocaire · Bailiúchán na Scol | dúchas.ie,"In 1845 and 1846 the Irish died with starvation at that time men were working for fourpence a day for the landlords.There was a road called ""The New Line"" made from Barna to Dunmore for chairty Fund  Nobody ownes it.That road was made for those people so that they could get some yellow meal from India to England and the English Government gave it to those people who worked for fourpence a day for chairty Fund."
Famine Times · Cill Iubhair · The Schools' Collection | dúchas.ie,59Famine JamesThe year before the famine of '46 and '47 the potato crop was abundant. They were so plentiful that the people did not half cover them from the frost or snow.The year after that the famine came. The blight came on the potato crop in this district and the people had nothing to eat. The people got meal from the Government in some places but they got very little help in this district.A great number of the people of this district died. There are the ruins of five houses in Lenafin in which there were families living and who died during the famine. More of the people of this district went to live in other parts of the country where the food was plentiful.
Famine Times · Cill a' Lachtáin · The Schools' Collection | dúchas.ie,In the year 1846 and 1847 there was in Ireland a great famine. The potatoes rotted in the pits and the crop they sowed the blight destroyed them. The people became very poor and they had to leave their homes to beg for themselves. Then there came a desease from starvation and hundreds of people died from the affects of it. It is said that bodies were found dead on the side of the road with grass in their mouths which proves they had nothing else to eat. It is also said that they had not a coffin each for them so they had to put two or three in each coffin.
Famine Times · Cill a' Lachtáin · The Schools' Collection | dúchas.ie,In the year 1846 and 1847 there was in Ireland a great famine. The potatoes rotted in the pits and the crop they sowed the blight destroyed them. The people became very poor and they had to leave their homes to beg for themselves. Then there came a desease from starvation and hundreds of people died from the affects of it. It is said that bodies were found dead on the side of the road with grass in their mouths which proves they had nothing else to eat. It is also said that they had not a coffin each for them so they had to put two or three in each coffin.
Famine Times · Cill a' Lachtáin · The Schools' Collection | dúchas.ie,In the year 1846 and 1847 there was a famine in Ireland. I heard from my father that a lot of people around this locality died with hunger because they had nothing to eat. Lots of people were found dead on the side of the road with grass in their mouths. Some people weren't let get cold until they were but in the coffin going to the graveyard. One evening they were carrying a person to Killalaghton graveyard and they felt him stirring in the coffin. When they came to the gate they looked in and he was turned mouth under
Famine Times · Cill a' Lachtáin · The Schools' Collection | dúchas.ie,In the year 1846 and 1847 there was a famine in Ireland. I heard from my father that a lot of people around this locality died with hunger because they had nothing to eat. Lots of people were found dead on the side of the road with grass in their mouths. Some people weren't let get cold until they were but in the coffin going to the graveyard. One evening they were carrying a person to Killalaghton graveyard and they felt him stirring in the coffin. When they came to the gate they looked in and he was turned mouth under
The Famine · Béal Átha na Sluagh (Buachaillí) · The Schools' Collection | dúchas.ie,There is a great many forths in Ireland. I know a couple in Ballinasloe. There is one in the Mental Hospital lands but the best one I know is in Mr. Lombards land. On the Kilconnell road it is said that there was music heard in it every night. A boy was passing and the fairies caught him in a forth. Next morning the people were looking for him and they found him in the forth.
The Famine · Béal Átha na Sluagh (Buachaillí) · The Schools' Collection | dúchas.ie,"The FamineIn the year 1847 it was a very sad one for the people of Ireland,  for it was then that a terrible famine of rose throughout the land.  They had to rent land from the landlords who had managed in various ways to get possession of the best parts of the land.  This rent was paid by raising crops of corn and sent over to England.  No matter how hard it was for the poor people to make a living the landlords made sure that the rent was paid, and year by year the crops were gathered and sent to England and sold for the sake of the landlords.  At this time in Ireland there were over eight million people in Ireland and there were no industries to give them employment.  The only thing that the people were living on was potatoes and milk.Told byDonald CarrollDunlo Hill12/10/38"
The Famine · Béal Átha na Sluagh (Buachaillí) · The Schools' Collection | dúchas.ie,"About ninty years ago there was a very big famine in Ireland and a good amount of people died on account of their crops failing. One of the crops that failed mostly was the potatoes and so the people starved for want of food, Oats, Barley Wheat and other crops that did not fail had to be given to the landlord for to pay the rent of their houses. Some people worked on boats to pay their way accross to England and to other countries. Some people died on their way to other countries and more lived to get a living. Most of the people ate grass and weeds for to keep themselfs alive. One man travelling from Dublin to Galway said the people were like rats lying down on the side on the road and more dead eating grass and any thing that could be ate they ate them. They drank water that was not fit for drinking and ate thing that was not fit for eating."
"Famine Times · Caitrín Naomhtha, Eachdhruim · The Schools' Collection | dúchas.ie","Famine TimesIn dark 1848 as it is known here in Ireland, hardship and misery were the lot of the people, hunger and sickness, that was known as the famine fever.  Crops did not grow, no foreign food could be got and no money was available to buy the food.  Although across the channel in England there was an over-supply, yet the Irish were let die.Nettles that grew in burying ground were eaten.  It was a common sight in those days to see people dying by the roadside with a handful of nettles in their hands, and the trace of them around their mouths."
"Famine Times · Caitrín Naomhtha, Eachdhruim · Bailiúchán na Scol | dúchas.ie","As every body knows, the people suffered a great deal of hunger and hardships during the famine years.In Aughrim at that time, there was a Protestant Home, better known as the ""soup kitchen"", owned by Miss Wade.  If any Catholic became a Protestant, and attended the Protestant services, there would be enough soup given to him for the whole week.The following is a short story relating to the famine times.  It is said that there was a Catholic man living in this district who didn't"
"Famine Times · Caitrín Naomhtha, Eachdhruim · The Schools' Collection | dúchas.ie","wish to turn Protestant.Now this man had a wife and children and they were suffering great hunger.  At last the wife said to her husband ""We must get something to eat, even if we have to turn Protestant"".He made up his mind to change until the famine would be over, so he set out for the ""soup kitchen"".  Before he entered the ""kitchen"" he went to the door of the chapel and looked in.  Then he joined his hands and looked towards heaven and said ""Good bye, Godeen, till the praties grow again"".When he had said these words, he went to the door of the ""kitchen"" and was given plenty of soup for his family.As to whether he turned Catholic or not after that, nobody can tell.(Maureen Manning, Kilcommodan)"
"Famine Times · Caitrín Naomhtha, Eachdhruim · The Schools' Collection | dúchas.ie","and the cholera, which was the worst fever.The people used to die in the ditches, the hedges and on the road-side from starvation.  The disease and fever used to spread throughout the people and thousands died one by one from it.The people used to work for fourpence a day, and used to have to go a long way at that.  They would have to bring their own food, which consisted of a ""cant"" of oaten bread.The landlords used to evict the people, and knock their houses.  Those who were able to go to American went, and the rest, died at home of the fever.The crops began to fail at first, and there were no potatoes for the people, and they had to eat black bread.  They had no tea like nowadays.(Maureen Hanrahan, Aughrim)"
The Norse Set · Rathún (Clochar) · The Schools' Collection | dúchas.ie,"About twenty three years ago shortly before the great war. A sailing vessel was coming from Russia to Galway with a cargo of timber for Messrs. McDonagh. A Aran pilot took charge of her from Aran to Galway. Before he reached Galway Harbour he ran the vessel ashore on Mutton Island Lighthouse. The crew came safely ashore.The vessel was heavely insured by its owner. The owner got his insurance and left the vessel there. Mr. McDonagh bought the boat cheap. It was very picturesque on the Road Stead in Galway Bay. Three years ago it was sold to a Dublin Foundry firm. Who sent men to scrap it up. The iron was very valuable, was used for different purposes.This Dublin firm exported most of the material to Sheffield, most of which was used for making knives. So this end the history of the Russian vessel. Which had the figure-head of a Lady nine ft in length on its bow which most ships carried in these days. Namely. The Norse Set."
"Famine · Naomh Nioclás, An Cladach (Buachaillí) · The Schools' Collection | dúchas.ie","téasdáil uatha. Níor chríocnuigh an obair san Conndae seo aon uair. D'fhuilaingeadar go mór agus fuair na daoine bás 'na gcéadaibh. Níor chuireadh fá'n gcré iad acht d'fhágadar annsin agus fuair  daoine feabhrais asta.Do chuireadh na daoine ó'n Gréig biadh chuig na daoine san dtír agus fuair gach conndae biadh mar gheall ar san. Bhí idir 25,000,730,000 san gcathair seo  an uair san acht níl 20,000 ann anois. Chuaidh a lán daoine go dtí Americá agus tá an linn-tíre acht 4,000,000 anois san dtír seo. Bhí 8,000,000 ann an uair san acht badh é an príomh-thórthaí ó'n Ghórta acht an linn-tíre a dhéanú níos bige.Fuair mé sgéal ó bhean Uí Dubhghaill, Na Duganna"
(no title) · Órán Mór (B) · The Schools' Collection | dúchas.ie,Long ago there was a man in Oranmore who made chairs.  His name was Andy Malone. One day a man came in to him and he gave him an order to make four chairs for him.  this man was from Island Eddy and his name was Thomas Keane. Andy Malone told him that he would make the chairs for him if he would promise to call for them on that day week. I am very poor and I want the money he said. Dead or alive I will come said Thomas.  That day week the man was waiting all day for him to call and in the evening he came in and he was all wet and he left his hand on the four chairs and then he disaappeared. Andy was wondering what happened and next day he heard that when Thomas Keane was coming out to the quay of Clarenbridge a sudden squall came and upset the boat and drowned him.
A Story of a Tinker Woman · Cill Fhínghín · The Schools' Collection | dúchas.ie,A Story of Kilcornan HouseKilcornan House is a very big building. It was built over a hundred years ago by the Redingtons. Those people used to often go to Galway in coaches drawn by horses.One day they went to Galway and left the maid to mind the house while they were away. In the evening she heard the noise of the coach and the horses feet coming up towards the hall door.
A Story about a Hut · Cill Fhínghín · The Schools' Collection | dúchas.ie,"There is a man living in Roveagh named Martin Connolly.  This man and all the men of the village built a hut in the ""Ceapóg"".  All the cows and horses of the village were put in it.  There was a big storm that night and when the people got up in the morning the hut was knocked.  All the horses were caught under it.  Martin Connolly had a horse and she was caught under it.  All the horses were safe but this was not.  She wasn't able to work for a long time.  Her back was hurt but she got all right again.  The ruins of the hut is still remaining there."
Famine · Baile an Doirín (C) · The Schools' Collection | dúchas.ie,There is a big house in Dun Guire which was used as a hospital the time of the famine. There is a graveyard on one side of it where they used to bury the corpses.They used to bury them cross ways in a very wide trench without any coffins and it is said they used to bury them half alive in it. Some of the trench is to be seen yet without been closed.
Famine Times · Leac Dhearg (Lickerrig) · Bailiúchán na Scol | dúchas.ie,This parish the same as every other parish in Ireland was affected by the Famine. Large numbers of people died of starvation as a result of the Famine and still larger numbers emigrated.There are ruins of old houses in Dunsan and many other districts around about which were occupied up to the Famine year.The year before the Famine the of Ireland had potatoes very good and plentiful. They had them so plentiful that (they) the people did not pick all the potatoes off the ridges. The following year a disease came on the potatoes known as blight. This caused all the potatoes to rot and the following year there was a famine.Porridge used to be made and given out to the people. There was two house in Loughrea in which porridge used to be made and given out. There are the ruins of an old house in Lissalondoon in which porridge used to be made and
Famine Times · Ganntaigh (Ganty) · The Schools' Collection | dúchas.ie,"The Great Famine of 1846 and 1847 affected this district to a great extent. It was at that time very thickly populated, the people had small holdings of land and were very poor. The cause of the famine was the failure of the potato crop. The people depended almost entirely on the potato for food. In 1846 they blackened in the ground and rotted in the pits as well, and then the people had no food and were starving.The Government send them Indian meal and the people used eat Indian meal porridge but no one would get money to buy it only a Protestant. There was one"
An Drochshaol · Cill Críosta · The Schools' Collection | dúchas.ie,"My grandmother used often relate many stories of hardship and distress, she knew much of the happenings of the Parish as she lived with the then Parish Priest St Michael Burke as his grandniece, in the house now occupied by Patrick Callan.He was the teacher and companion of her childhood. Often she saw him crying bitterly when he could do nothing to help his people. All the money he could spare out of his scanty salary he divided as he thought best to help them out.In the house where he lived he had a great big griddle set into the masonary, with fire place and chimney (apart from the kitchen grate) for baking oaten bread alone, and is there to this day as good as ever but not used any more for that purpose."
An Drochshaol · Cill Críosta · The Schools' Collection | dúchas.ie,"gaol and Fr Colman could get me out, I'd be left within"".Fr. Burke at this time was failing in health, owing to the shock he recieved when part of the altar fell when struck by lightning while he was saying Mass one Sunday, his boy Jack White was killed instantly while holding his pony outside the chapel door."
An Drochshaol · Cill Críosta · The Schools' Collection | dúchas.ie,"Even in our own district there are many disastrous stories to be heard from the old people who heard them from people  who lived during the famine days.Many and many a hunger stricken body was carried several miles across the mountains to be interred in Derrybrien graveyard. The women were usually the chief mourners in those distressing periods they even had to dig the graves.The chief food of the people was oaten bread and ""gruel"" which consisted in oat meal boiled in water now called porridge but in a more solid form.A man who was on his way to Loughrea with a load of hay was found dead on the side of the Bailí boreen by a neighbour named Martin, this neighbour entombed him in Shiel's sandpit. It is said that his mouth was"
An Drochshaol · Cill Críosta · Bailiúchán na Scol | dúchas.ie,"the woman of the house would invite them to taste her soup. Luckily enough the poor hungry people would be delighted at the idea. This continued for years and existed until one day the parish priest namely Fr. O'Farrell who is still the parish priest pounced down on this mode and put it to an end. This house is still there, the decendants are also  there under the same name but are now Catholics.Mena Fallon,Raheen,Loughrea"
Famine Times · Baile Meadhonach · Bailiúchán na Scol | dúchas.ie,"190Famine Times29-6-1938In the year 1847 the famine raged all over Ireland owing to a blight on the potatoe crops.  The district most effected in Co Galway was the Athenry district owing to thr density of the population.  Whole villages were wiped out and liiving skeletons roamed the land.  The potatoes decayed in the ground.  There is no account of the seed for the following year.  Government relief reached the district.  People were employed road making at four pence a day.  The food people used during the famine was nettles, water cress and turnips.  People still tell fire - side stories about the famine period."
Famine Story · Baile an Leasa · Bailiúchán na Scol | dúchas.ie,When the potato crop failed the Irish were in awful distress. The people had to eat nettles and weeds but some people were fortunate enough to have oatmeal.My grandmother lived through the famine as she is 95 years old now and she says that people in crowds followed the plough and fought for the seeds turned up by the plough.People dived on the
An Drochshaol · Crois Bhóthar · Bailiúchán na Scol | dúchas.ie,"My aunt, Mrs. Naughton who lives in Castlegrove and is about seventy years of age said that her grandmother remembered the Famine.Her grandmother's family were the only ones in the village who had a crop of oats. When they would be going to Tuam to pay the rent with some of it, starved men who had nothing to eat would tear the bags with their teeth and eat the oats like an animal.The people who had potatoes sown which decayed made a dish out of them called ""Boxtie.""Any animal found dead was eaten. The beggars going the road had their mouths and lips all"
An Drochshaol · Crois Bhóthar · Bailiúchán na Scol | dúchas.ie,"The years of the famine were 1846-1847. Apple potatoes that is small potatoes that grew on top of the decayed ones, were the seed potatoes for the year after that. Government relief reached the district and each family got a small sum of money to help them to buy food. Oatmeal principally they lived on. Many got the ""Galar"" and died from it.My mother gave me that information. She lives in Kilcreevanty, three miles north of Tuam, in the parish of Kilbannon."
An Drochshaol · Crois Bhóthar · Bailiúchán na Scol | dúchas.ie,"My grandmother who is living in Cloonkeely, 4 miles north-west of Tuam told me that she remembers the end of the famine period.That particular time when the potatoes were sown the weather came very bad and on that account they rotted in the ground. Then when the potatoes were rotten almost all the people starved and many of them died. Those who lived got some Indian meal and made porridge and in the morning they"
